term	sem	bi	ni	IDF	ICF	Chi-sq	CG	ICB	DoP	KeyBERT	KeyLLM	RICF
chronic_allograft_nephropathy_lex	disease	3	3	6.214608098422191	11.458983050726047	0.6738944919003005	1.0	248.66666666666666	-0.0026244872399275865	0.002	0.002	-0.0011948825407888108
chronic_disease_lex	disease	1	1	7.313220387090301	12.557595339394156	0.7029095298048734	1.0	402.0	-0.0014142679228563715	0.0006666666666666	0.0	-0.00037109537055890485
chronic_hepatic_enzyme_dysfunction_lex	disease	1	1	7.313220387090301	12.557595339394156	0.7029095298048802	1.0	158.0	-0.0005558565467955745	0.0006666666666666	0.0006666666666666	-0.00037109537055890485
chronic_hepatitis_b_lex	disease	1	6	7.313220387090301	10.765835870166102	inf	6.0	1392.0	-0.0008161944231414031	0.0006666666666666	0.0006666666666666	1.7913883738574956
chronic_hepatitis_b_virus_infection_lex	disease	1	1	7.313220387090301	12.557595339394156	0.7029095298048802	1.0	232.0	-0.0008161944231414031	0.0006666666666666	0.0	-0.00037109537055890485
chronic_hepatitis_c_lex	disease	6	9	5.521460917862246	10.360370762057936	119.16036255556371	1.5	291.66666666666663	-0.00442222581848295	0.004	0.004	0.403053096779729
chronic_infection_with_hepatitis_c_virus_lex	disease	1	1	7.313220387090301	12.557595339394156	0.7029095298048903	1.0	169.0	-0.0005945554203065084	0.0006666666666666	0.0006666666666666	-0.00037109537055890485
chronic_kidney_disease_lex	disease	2	3	6.620073206530356	11.458983050726047	120.36321673956914	1.5	411.5	-0.0016816419580235609	0.0013333333333333	0.0013333333333333	0.4046787112097796
chronic_liver_disease_lex	disease	2	2	6.620073206530356	11.864448158834211	0.6882992011353518	1.0	250.0	-0.0017590397050452067	0.0013333333333333	0.0013333333333333	-0.0007863968983841119
chronic_myeloid_leukemia_lex	disease	1	1	7.313220387090301	12.557595339394156	0.7029095298048936	1.0	156.0	-0.0005488203879748799	0.0006666666666666	0.0006666666666666	-0.00037109537055890485
chronic_obstructive_pulmonary_disease_lex	disease	1	2	7.313220387090301	11.864448158834211	234.21759540318092	2.0	316.0	-0.0005558565467944643	0.0006666666666666	0.0006666666666666	0.6927760851893865
chronic_pain_lex	disease	3	3	6.214608098422191	11.458983050726047	0.6738944919002972	1.0	215.66666666666666	-0.002276197378328515	0.002	0.002	-0.0011948825407888108
chronic_renal_damage_lex	disease	1	1	7.313220387090301	12.557595339394156	0.7029095298048835	1.0	256.0	-0.0009006283289830774	0.0006666666666666	0.0006666666666666	-0.00037109537055890485
chronic_renal_failure_lex	disease	8	15	5.233778845410465	9.849545138291946	423.45307209559076	1.875	357.875	-0.0059455542030513175	0.0053333333333333	0.0053333333333333	0.6253864624668068
chronic_renal_insufficiency_lex	disease	1	1	7.313220387090301	12.557595339394156	0.7029095298048835	1.0	204.0	-0.0007176881996583395	0.0006666666666666	0.0006666666666666	-0.00037109537055890485
chronically		17	20	4.480007043034085	9.561863065840166	48.279482647702515	1.1764705882352942	263.0	-0.013185761629013193	0.0	0.0	0.15564384066964543
chronically_infected_with_hepatitis_c_virus_lex	disease	1	1	7.313220387090301	12.557595339394156	0.7029095298048734	1.0	203.0	-0.0007141701202493245	0.0006666666666666	0.0	-0.00037109537055890485
chronicity		1	1	7.313220387090301	12.557595339394156	0.7029095298048869	1.0	155.0	-0.0005453023085643105	0.0	0.0	-0.00037109537055890485
chronological		1	2	7.313220387090301	11.864448158834211	234.21759540318138	2.0	522.0	-0.0009182187260342589	0.0	0.0	0.6927760851893865
chronology		1	1	7.313220387090301	12.557595339394156	0.7029095298048734	1.0	149.0	-0.000524193832104447	0.0	0.0	-0.00037109537055890485
chronotropic		7	8	5.367310238034988	10.47815379771432	22.30907628984702	1.1428571428571428	301.2857142857143	-0.006339579096980907	0.0	0.0	0.13071430253628868
chulalongkorn		1	1	7.313220387090301	12.557595339394156	0.7029095298048835	1.0	222.0	-0.0007810136290413716	0.0	0.0	-0.00037109537055890485
chx_lex	chemical	1	6	7.313220387090301	10.765835870166102	inf	6.0	1536.0	-0.0009006283289834105	0.0006666666666666	0.0	1.7913883738574956
ci		37	103	3.702302474446077	7.9228663511645205	inf	2.7837837837837838	899.5135135135135	-0.040644371424753856	0.0	0.0	1.0087524059578499
ci0312		1	1	7.313220387090301	12.557595339394156	0.7029095298048802	1.0	248.0	-0.0008724836937020752	0.0	0.0	-0.00037109537055890485
ci0392		1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	275.0	-0.0009674718377751246	0.0	0.0	-0.00037109537055890485
ci0724		1	1	7.313220387090301	12.557595339394156	0.7029095298048802	1.0	248.0	-0.0008724836937020752	0.0	0.0	-0.00037109537055890485
ci1014		1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	275.0	-0.0009674718377751246	0.0	0.0	-0.00037109537055890485
ci11547142		1	1	7.313220387090301	12.557595339394156	0.7029095298048936	1.0	228.0	-0.000802122105501013	0.0	0.0	-0.00037109537055890485
ci1216		1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	275.0	-0.0009674718377751246	0.0	0.0	-0.00037109537055890485
ci13757914		1	1	7.313220387090301	12.557595339394156	0.7029095298048936	1.0	228.0	-0.000802122105501013	0.0	0.0	-0.00037109537055890485
ci142205		1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	275.0	-0.0009674718377751246	0.0	0.0	-0.00037109537055890485
ci168650		1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	275.0	-0.0009674718377751246	0.0	0.0	-0.00037109537055890485
ci225253		1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	275.0	-0.0009674718377751246	0.0	0.0	-0.00037109537055890485
ci228257		1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	275.0	-0.0009674718377751246	0.0	0.0	-0.00037109537055890485
ci252282		1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	275.0	-0.0009674718377751246	0.0	0.0	-0.00037109537055890485
ci261219708		1	1	7.313220387090301	12.557595339394156	0.7029095298048936	1.0	228.0	-0.000802122105501013	0.0	0.0	-0.00037109537055890485
ci267297		1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	275.0	-0.0009674718377751246	0.0	0.0	-0.00037109537055890485
ci288586		1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	275.0	-0.0009674718377751246	0.0	0.0	-0.00037109537055890485
ci399687		1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	275.0	-0.0009674718377751246	0.0	0.0	-0.00037109537055890485
ci519436706		1	1	7.313220387090301	12.557595339394156	0.7029095298048936	1.0	228.0	-0.000802122105501013	0.0	0.0	-0.00037109537055890485
ci670223759		1	1	7.313220387090301	12.557595339394156	0.7029095298048936	1.0	228.0	-0.000802122105501013	0.0	0.0	-0.00037109537055890485
ci84143		1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	275.0	-0.0009674718377751246	0.0	0.0	-0.00037109537055890485
ci921_lex	chemical	1	2	7.313220387090301	11.864448158834211	234.21759540318092	2.0	380.0	-0.000668435087917918	0.0006666666666666	0.0	0.6927760851893865
ciba_lex	chemical	1	1	7.313220387090301	12.557595339394156	0.7029095298048936	1.0	343.0	-0.0012067012376614228	0.0	0.0	-0.00037109537055890485
cibenzoline_lex	chemical	2	12	6.620073206530356	10.072688689606156	inf	6.0	1066.0	-0.0012207735553019239	0.0013333333333333	0.0013333333333333	1.7909730723296704
cidofovir_lex	chemical	1	4	7.313220387090301	11.171300978274266	inf	4.0	2032.0	-0.001787184340326431	0.0006666666666666	0.0006666666666666	1.385923265749332
cigarette		1	2	7.313220387090301	11.864448158834211	234.21759540318138	2.0	306.0	-0.0005382661497447261	0.0	0.0	0.6927760851893865
cigarettes		2	4	6.620073206530356	11.171300978274266	441.6751868630184	2.0	632.5	-0.0025717160487757074	0.0	0.0	0.6923607836615613
cilostazol_lex	chemical	1	2	7.313220387090301	11.864448158834211	234.21759540318092	2.0	558.0	-0.0009815441554159587	0.0006666666666666	0.0006666666666666	0.6927760851893865
cimd_lex	disease	1	5	7.313220387090301	10.948157426960055	inf	5.0	595.0	-0.0004186514498007998	0.0006666666666666	0.0	1.6090668170635425
cimetidine_lex	chemical	6	46	5.521460917862246	8.728953942905061	inf	7.666666666666667	1392.6666666666665	-0.0035849229188819054	0.004	0.004	2.034469915932604
cin		3	17	6.214608098422191	9.72438199533794	inf	5.666666666666667	1436.3333333333333	-0.002645595716387672	0.0	0.0	1.7334061728473191
cin_lex	disease	1	9	7.313220387090301	10.360370762057936	inf	9.0	3168.0	-0.0012383639523523282	0.002	0.0	2.196853481965661
cinacalcet_hcl_lex	chemical	1	1	7.313220387090301	12.557595339394156	0.7029095298048835	1.0	239.0	-0.000840820979011947	0.0006666666666666	0.0006666666666666	-0.00037109537055890485
cinacalcet_lex	chemical	1	9	7.313220387090301	10.360370762057936	inf	9.0	2151.0	-0.000840820979011947	0.0006666666666666	0.0	2.196853481965661
cinching		1	1	7.313220387090301	12.557595339394156	0.7029095298048802	1.0	363.0	-0.001277062825862929	0.0	0.0	-0.00037109537055890485
cingulate		5	5	5.703782474656201	10.948157426960055	0.6456976507009097	1.0	212.60000000000002	-0.003739718412925419	0.0	0.0	-0.0020067996534454124
cingulated		1	2	7.313220387090301	11.864448158834211	234.21759540318138	2.0	560.0	-0.0009850622348254179	0.0	0.0	0.6927760851893865
cingulatelimbic		1	1	7.313220387090301	12.557595339394156	0.7029095298048903	1.0	247.0	-0.000868965614292394	0.0	0.0	-0.00037109537055890485
cip_lex	disease	1	3	7.313220387090301	11.458983050726047	680.5129885391038	3.0	186.0	-0.0002181209234267678	0.0006666666666666	0.0006666666666666	1.0982411932975502
ciprofloxacin_lex	chemical	5	18	5.703782474656201	9.667223581497991	inf	3.6	468.0	-0.002420438634142763	0.0033333333333333	0.0033333333333333	1.2789270458086186
cips_lex	disease	1	3	7.313220387090301	11.458983050726047	680.5129885391034	3.0	501.0	-0.0005875192614857028	0.0	0.0006666666666666	1.0982411932975502
cirazoline_lex	chemical	1	2	7.313220387090301	11.864448158834211	234.21759540318092	2.0	822.0	-0.001445930637547943	0.0006666666666666	0.0006666666666666	0.6927760851893865
circadian		2	2	6.620073206530356	11.864448158834211	0.6882992011353518	1.0	174.5	-0.0012278097141223965	0.0	0.0	-0.0007863968983841119
circle		1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	302.0	-0.0010624599818476188	0.0	0.0	-0.00037109537055890485
circled		1	2	7.313220387090301	11.864448158834211	234.21759540318092	2.0	374.0	-0.0006578808496879862	0.0	0.0	0.6927760851893865
circles		1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	302.0	-0.0010624599818476188	0.0	0.0	-0.00037109537055890485
circling		1	1	7.313220387090301	12.557595339394156	0.7029095298048869	1.0	240.0	-0.0008443390584228494	0.0	0.0	-0.00037109537055890485
circuit		2	2	6.620073206530356	11.864448158834211	0.6882992011353551	1.0	272.0	-0.0019138351990899416	0.0	0.0	-0.0007863968983841119
circuitries		1	1	7.313220387090301	12.557595339394156	0.7029095298048835	1.0	176.0	-0.0006191819761769413	0.0	0.0	-0.00037109537055890485
circuitry		3	4	6.214608098422191	11.171300978274266	73.97787727412647	1.3333333333333333	179.33333333333331	-0.0013579786522959214	0.0	0.0	0.28648718991099287
circuits		2	2	6.620073206530356	11.864448158834211	0.6882992011353585	1.0	193.5	-0.0013614967317060467	0.0	0.0	-0.0007863968983841119
circular		1	1	7.313220387090301	12.557595339394156	0.7029095298048869	1.0	234.0	-0.0008232305819615426	0.0	0.0	-0.00037109537055890485
circulating		7	8	5.367310238034988	10.47815379771432	22.309076289847	1.1428571428571428	205.57142857142856	-0.004601647868397674	0.0	0.0	0.13071430253628868
circulation		9	11	5.115995809754082	10.159700066595786	42.020924914405995	1.2222222222222223	235.33333333333331	-0.0060651689029936895	0.0	0.0	0.19704330941237735
circulations		1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	79.0	-0.0002779282733970101	0.0	0.0	-0.00037109537055890485
circulatory		3	3	6.214608098422191	11.458983050726047	0.6738944919003037	1.0	294.0	-0.0031029460396992947	0.0	0.0	-0.0011948825407888108
circulatory_failure_lex	disease	2	2	6.620073206530356	11.864448158834211	0.6882992011353518	1.0	259.5	-0.001825883213837698	0.0006666666666666	0.0013333333333333	-0.0007863968983841119
circumference		1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	114.0	-0.0004010610527503955	0.0	0.0	-0.00037109537055890485
circumferential		1	1	7.313220387090301	12.557595339394156	0.7029095298048835	1.0	318.0	-0.0011187492524092901	0.0	0.0	-0.00037109537055890485
circumflex		3	5	6.214608098422191	10.948157426960055	312.0993939028504	1.6666666666666667	409.0	-0.0025083906193933414	0.0	0.0	0.5096307412252035
circumstances		5	5	5.703782474656201	10.948157426960055	0.6456976507009033	1.0	153.4	-0.00269836690753944	0.0	0.0	-0.0020067996534454124
circumstantial		1	1	7.313220387090301	12.557595339394156	0.7029095298048734	1.0	188.0	-0.0006613989290971123	0.0	0.0	-0.00037109537055890485
cirrhosis_lex	disease	8	11	5.233778845410465	10.159700066595786	137.41519960943714	1.375	206.625	-0.0037608268893861707	0.0053333333333333	0.004	0.315231534162967
cirrhosis_of_the_liver_lex	disease	2	2	6.620073206530356	11.864448158834211	0.6882992011353518	1.0	125.5	-0.0008830379319338943	0.0013333333333333	0.0	-0.0007863968983841119
cirrhotic_diseases_lex	disease	1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	227.0	-0.0007986040260907767	0.0006666666666666	0.0006666666666666	-0.00037109537055890485
cirrhotic_lex	disease	1	2	7.313220387090301	11.864448158834211	234.21759540318092	2.0	364.0	-0.0006402904526359166	0.0006666666666666	0.0006666666666666	0.6927760851893865
cis		1	4	7.313220387090301	11.171300978274266	inf	4.0	1088.0	-0.0009569175995454149	0.0	0.0	1.385923265749332
cisapride_lex	chemical	4	23	5.926926025970411	9.422101123465007	inf	5.75	1372.0	-0.002737065781050485	0.0026666666666666	0.0026666666666666	1.7475985987009697
cisplatin_lex	chemical	22	77	4.222177933731985	8.213789917540472	inf	3.5	965.0454545454546	-0.019567557678913494	0.0146666666666666	0.0126666666666666	1.2438509882162645
cisplatinum_lex	chemical	2	3	6.620073206530356	11.458983050726047	120.36321673956914	1.5	252.5	-0.0011750385229707394	0.0013333333333333	0.0013333333333333	0.4046787112097796
cisra_lex	chemical	1	9	7.313220387090301	10.360370762057936	inf	9.0	2493.0	-0.0009745079965960413	0.0006666666666666	0.0006666666666666	2.196853481965661
cisternae		1	3	7.313220387090301	11.458983050726047	680.5129885391034	3.0	753.0	-0.0008830379319335613	0.0	0.0	1.0982411932975502
citalopram_lex	chemical	4	7	5.926926025970411	10.611685190338843	288.41471289113423	1.75	211.0	-0.0017907024197363342	0.0026666666666666	0.0026666666666666	0.5580145318271335
citations		1	1	7.313220387090301	12.557595339394156	0.7029095298048936	1.0	254.0	-0.000893592170163604	0.0	0.0	-0.00037109537055890485
cited		2	2	6.620073206530356	11.864448158834211	0.6882992011353487	1.0	323.5	-0.002276197378328848	0.0	0.0	-0.0007863968983841119
cities		1	1	7.313220387090301	12.557595339394156	0.7029095298048869	1.0	221.0	-0.0007774955496304692	0.0	0.0	-0.00037109537055890485
citrate_lex	chemical	3	12	6.214608098422191	10.072688689606156	inf	4.0	761.6666666666666	-0.0022726792989182787	0.0013333333333333	0.0	1.385099478579102
citric_acid_lex	chemical	1	1	7.313220387090301	12.557595339394156	0.7029095298048835	1.0	179.0	-0.000629736214406762	0.0006666666666666	0.0006666666666666	-0.00037109537055890485
city		1	1	7.313220387090301	12.557595339394156	0.7029095298048802	1.0	279.0	-0.0009815441554159587	0.0	0.0	-0.00037109537055890485
civil		1	1	7.313220387090301	12.557595339394156	0.7029095298048835	1.0	244.0	-0.0008584113760629064	0.0	0.0	-0.00037109537055890485
civilian		1	1	7.313220387090301	12.557595339394156	0.7029095298048835	1.0	244.0	-0.0008584113760629064	0.0	0.0	-0.00037109537055890485
ck		3	7	6.214608098422191	10.611685190338843	408.92147316321683	2.3333333333333335	666.6666666666666	-0.0032331149778729307	0.0	0.0	0.8461029778464155
ckmb		3	13	6.214608098422191	9.99264598193262	inf	4.333333333333333	1278.3333333333333	-0.0034828986159878284	0.0	0.0	1.4651421862526384
cl		2	2	6.620073206530356	11.864448158834211	0.6882992011353551	1.0	414.5	-0.0029164878309646536	0.0	0.0	-0.0007863968983841119
cl_lex	chemical	2	3	6.620073206530356	11.458983050726047	120.36321673956914	1.5	424.5	-0.001892726722628968	0.0	0.0006666666666666	0.4046787112097796
claimed		1	1	7.313220387090301	12.557595339394156	0.7029095298048869	1.0	214.0	-0.0007528689937603694	0.0	0.0	-0.00037109537055890485
clamping		1	1	7.313220387090301	12.557595339394156	0.7029095298048903	1.0	236.0	-0.0008302667407817932	0.0	0.0	-0.00037109537055890485
clarification		2	2	6.620073206530356	11.864448158834211	0.6882992011353585	1.0	229.5	-0.001614798449232624	0.0	0.0	-0.0007863968983841119
clarified		2	2	6.620073206530356	11.864448158834211	0.6882992011353487	1.0	216.5	-0.0015233283845689227	0.0	0.0	-0.0007863968983841119
clarify		8	8	5.233778845410465	10.47815379771432	0.6049173612640756	1.0	213.625	-0.0060123977118422545	0.0	0.0	-0.003222196955567469
clarithromycin_lex	chemical	4	12	5.926926025970411	10.072688689606156	677.5114890341257	3.0	442.5	-0.002075666851953706	0.0026666666666666	0.0026666666666666	1.09701103255982
class		19	22	4.368781407923861	9.46655288603584	24.383106258647143	1.1578947368421053	211.94736842105263	-0.012774146338032422	0.0	0.0	0.13891432288762573
classed		1	1	7.313220387090301	12.557595339394156	0.7029095298048802	1.0	319.0	-0.0011222673318184162	0.0	0.0	-0.00037109537055890485
classes		1	1	7.313220387090301	12.557595339394156	0.7029095298048835	1.0	399.0	-0.0014037136846256626	0.0	0.0	-0.00037109537055890485
classic		9	10	5.115995809754082	10.255010246400111	15.153928239864086	1.1111111111111112	179.77777777777777	-0.0047212625683398235	0.0	0.0	0.1017331296080517
classical		9	9	5.115995809754082	10.360370762057936	0.5917234202359273	1.0	177.77777777777777	-0.0056289270561433735	0.0	0.0	-0.003627386049773307
classically		1	1	7.313220387090301	12.557595339394156	0.7029095298048835	1.0	72.0	-0.0002533017175273544	0.0	0.0	-0.00037109537055890485
classification		4	4	5.926926025970411	11.171300978274266	0.6596943358034495	1.0	188.5	-0.0026526318752083666	0.0	0.0	-0.0016012561082892063
classifications		1	1	7.313220387090301	12.557595339394156	0.7029095298048802	1.0	270.0	-0.0009498814407246092	0.0	0.0	-0.00037109537055890485
classified		10	10	5.0106352940962555	10.255010246400111	0.5787273003448626	1.0	260.1	-0.00915052454564147	0.0	0.0	-0.004032686325967205
claudin2		1	1	7.313220387090301	12.557595339394156	0.7029095298048903	1.0	264.0	-0.0009287729642643017	0.0	0.0	-0.00037109537055890485
clavulanic_acid_lex	chemical	1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	80.0	-0.0002814463528079125	0.0006666666666666	0.0006666666666666	-0.00037109537055890485
claws		1	2	7.313220387090301	11.864448158834211	234.21759540318138	2.0	328.0	-0.0005769650232561041	0.0	0.0	0.6927760851893865
cld_lex	disease	1	4	7.313220387090301	11.171300978274266	inf	4.0	1144.0	-0.0010061707112861695	0.0	0.0	1.385923265749332
cle_lex	disease	1	2	7.313220387090301	11.864448158834211	234.21759540318138	2.0	464.0	-0.0008161944231416252	0.0	0.0006666666666666	0.6927760851893865
clear		17	18	4.480007043034085	9.667223581497991	5.5434921383611355	1.0588235294117647	185.76470588235293	-0.010804021868382807	0.0	0.0	0.05028332501182042
clear_cell_adenocarcinoma_lex	disease	1	1	7.313220387090301	12.557595339394156	0.7029095298048802	1.0	113.0	-0.00039754297334038124	0.0006666666666666	0.0006666666666666	-0.00037109537055890485
clearance		33	46	3.816712825623821	8.728953942905061	207.3476845185857	1.393939393939394	289.93939393939394	-0.025210557052695592	0.0	0.0	0.31871967005769797
clearances		1	1	7.313220387090301	12.557595339394156	0.7029095298048903	1.0	155.0	-0.0005453023085638664	0.0	0.0	-0.00037109537055890485
cleared		2	2	6.620073206530356	11.864448158834211	0.6882992011353487	1.0	103.0	-0.0007247243584795893	0.0	0.0	-0.0007863968983841119
clearheadedness		1	1	7.313220387090301	12.557595339394156	0.7029095298048869	1.0	233.0	-0.0008197125025519725	0.0	0.0	-0.00037109537055890485
clearly		18	19	4.422848629194137	9.613156360227716	5.058071178366907	1.0555555555555556	259.8333333333333	-0.01585246582185984	0.0	0.0	0.04678521561280391
cleavage		3	3	6.214608098422191	11.458983050726047	0.6738944919003005	1.0	204.0	-0.0021530645989757957	0.0	0.0	-0.0011948825407888108
cleavageenhancing		1	2	7.313220387090301	11.864448158834211	234.21759540318138	2.0	522.0	-0.0009182187260342589	0.0	0.0	0.6927760851893865
cleft		1	1	7.313220387090301	12.557595339394156	0.7029095298048835	1.0	196.0	-0.0006895435643786696	0.0	0.0	-0.00037109537055890485
cleft_lip_lex	disease	1	1	7.313220387090301	12.557595339394156	0.7029095298048869	1.0	307.0	-0.0010800503788982452	0.0	0.0006666666666666	-0.00037109537055890485
cleft_palate_lex	disease	1	1	7.313220387090301	12.557595339394156	0.7029095298048869	1.0	307.0	-0.0010800503788982452	0.0006666666666666	0.0006666666666666	-0.00037109537055890485
clenched		1	1	7.313220387090301	12.557595339394156	0.7029095298048936	1.0	260.0	-0.0009147006466242447	0.0	0.0	-0.00037109537055890485
clentiazem_lex	chemical	1	10	7.313220387090301	10.255010246400111	inf	10.0	2290.0	-0.0008056401849101391	0.0006666666666666	0.0006666666666666	2.302213997623486
client		1	1	7.313220387090301	12.557595339394156	0.7029095298048734	1.0	233.0	-0.0008197125025519725	0.0	0.0	-0.00037109537055890485
climacteric		1	2	7.313220387090301	11.864448158834211	234.21759540318138	2.0	240.0	-0.00042216952921170225	0.0	0.0	0.6927760851893865
climate		1	1	7.313220387090301	12.557595339394156	0.7029095298048835	1.0	244.0	-0.0008584113760629064	0.0	0.0	-0.00037109537055890485
climbing		3	10	6.214608098422191	10.255010246400111	inf	3.3333333333333335	875.0	-0.002765210416331265	0.0	0.0	1.202777921785147
clinic		11	12	4.915325114291931	10.072688689606156	11.067940774958387	1.0909090909090908	234.0	-0.00858411376061774	0.0	0.0	0.08257322612002937
clinical		273	373	1.7037485919053417	6.6360169197503405	87.73761778792812	1.3663003663003663	296.4432234432234	-0.2000274410194005	0.0	0.0	0.19213758454474128
clinically		45	56	3.506557897319982	8.532243648659007	74.24145660064764	1.2444444444444445	264.8666666666667	-0.03283775321376714	0.0	0.0	0.20032957746430213
clinician		6	6	5.521460917862246	10.765835870166102	0.6319033385542091	1.0	162.16666666666666	-0.00342309126601803	0.0	0.0	-0.002412011328436492
clinicianassessed		1	1	7.313220387090301	12.557595339394156	0.7029095298048734	1.0	217.0	-0.0007634232319899681	0.0	0.0	-0.00037109537055890485
clinicians		23	24	4.177726171161152	9.379541509046211	3.4021325356770378	1.0434782608695652	193.04347826086956	-0.014719644251811492	0.0	0.0	0.03323954643646765
clinicopathologic		1	1	7.313220387090301	12.557595339394156	0.7029095298048802	1.0	266.0	-0.0009358091230837751	0.0	0.0	-0.00037109537055890485
clinicopathological		1	1	7.313220387090301	12.557595339394156	0.7029095298048734	1.0	149.0	-0.000524193832104447	0.0	0.0	-0.00037109537055890485
clinics		3	3	6.214608098422191	11.458983050726047	0.6738944919003005	1.0	306.3333333333333	-0.0032331149778729307	0.0	0.0	-0.0011948825407888108
clioquinol_lex	chemical	1	4	7.313220387090301	11.171300978274266	inf	4.0	804.0	-0.0007071339614286298	0.0006666666666666	0.0006666666666666	1.385923265749332
clip		1	1	7.313220387090301	12.557595339394156	0.7029095298048768	1.0	291.0	-0.001023761108336907	0.0	0.0	-0.00037109537055890485
clipping		2	3	6.620073206530356	11.458983050726047	120.36321673956914	1.5	353.5	-0.0017555216256355255	0.0	0.0	0.4046787112097796
clomiphene_citrate_lex	chemical	2	3	6.620073206530356	11.458983050726047	120.36321673956914	1.5	265.0	-0.001168002364151155	0.0013333333333333	0.0013333333333333	0.4046787112097796
clomiphene_lex	chemical	1	1	7.313220387090301	12.557595339394156	0.7029095298048903	1.0	134.0	-0.00047142264095234587	0.0006666666666666	0.0006666666666666	-0.00037109537055890485
clomipramine_lex	chemical	3	8	6.214608098422191	10.47815379771432	inf	2.6666666666666665	585.3333333333333	-0.0021706549960247568	0.002	0.002	0.9796343704709383
clonazepam_lex	chemical	5	11	5.703782474656201	10.159700066595786	419.245703383337	2.2	517.4	-0.0040493094010130015	0.0026666666666666	0.0033333333333333	0.7864505607108239
cloned		1	3	7.313220387090301	11.458983050726047	680.5129885391034	3.0	585.0	-0.0006860254849683223	0.0	0.0	1.0982411932975502
clones		1	2	7.313220387090301	11.864448158834211	234.21759540318138	2.0	560.0	-0.00098506223482564	0.0	0.0	0.6927760851893865
clonic		4	4	5.926926025970411	11.171300978274266	0.6596943358034624	1.0	142.0	-0.001998269104931616	0.0	0.0	-0.0016012561082892063
clonic_fits_lex	disease	1	1	7.313220387090301	12.557595339394156	0.7029095298048835	1.0	59.0	-0.00020756668519661403	0.0006666666666666	0.0006666666666666	-0.00037109537055890485
clonic_seizure_lex	disease	1	1	7.313220387090301	12.557595339394156	0.7029095298048936	1.0	281.0	-0.0009885803142359872	0.0006666666666666	0.0	-0.00037109537055890485
clonic_seizures_lex	disease	1	1	7.313220387090301	12.557595339394156	0.7029095298048936	1.0	281.0	-0.0009885803142359872	0.0006666666666666	0.0	-0.00037109537055890485
clonictonic_convulsions_lex	disease	1	3	7.313220387090301	11.458983050726047	680.5129885391029	3.0	492.0	-0.0005769650232561041	0.0006666666666666	0.0006666666666666	1.0982411932975502
clonidine_lex	chemical	13	64	4.748271029628765	8.398712256034484	inf	4.923076923076923	985.2307692307693	-0.008774090048761951	0.0086666666666666	0.0086666666666666	1.5886840915356508
clonus		3	3	6.214608098422191	11.458983050726047	0.6738944919002972	1.0	207.0	-0.002184727313666368	0.0	0.0	-0.0011948825407888108
clopidogrel_lex	chemical	3	7	6.214608098422191	10.611685190338843	679.1786185382956	2.3333333333333335	325.0	-0.0018082928167868495	0.002	0.002	0.8461029778464155
close		20	21	4.31748811353631	9.513072901670734	4.268912574078688	1.05	240.85000000000002	-0.015996707077673866	0.0	0.0	0.04069363585333541
closed		2	2	6.620073206530356	11.864448158834211	0.6882992011353551	1.0	300.5	-0.002114365725464973	0.0	0.0	-0.0007863968983841119
closedarm		1	1	7.313220387090301	12.557595339394156	0.7029095298048734	1.0	269.0	-0.000946363361314595	0.0	0.0	-0.00037109537055890485
closely		20	20	4.31748811353631	9.561863065840166	0.45937917275628054	1.0	224.4	-0.015789140392478807	0.0	0.0	-0.008096528316096752
closer		1	1	7.313220387090301	12.557595339394156	0.7029095298048802	1.0	158.0	-0.0005558565467952414	0.0	0.0	-0.00037109537055890485
closest		2	2	6.620073206530356	11.864448158834211	0.6882992011353487	1.0	292.0	-0.002054558375492843	0.0	0.0	-0.0007863968983841119
closing		1	1	7.313220387090301	12.557595339394156	0.7029095298048903	1.0	367.0	-0.0012911351435036522	0.0	0.0	-0.00037109537055890485
closure		2	2	6.620073206530356	11.864448158834211	0.6882992011353585	1.0	107.0	-0.0007528689937594812	0.0	0.0	-0.0007863968983841119
clot		2	2	6.620073206530356	11.864448158834211	0.6882992011353518	1.0	213.5	-0.0015022199081096144	0.0	0.0	-0.0007863968983841119
clotiazepam_lex	chemical	1	6	7.313220387090301	10.765835870166102	inf	6.0	480.0	-0.0002814463528079125	0.0006666666666666	0.0006666666666666	1.7913883738574956
